guest_id,loyalty_member_flag,visit_frequency_30d,days_since_last_visit,promo_exposure_flag,promo_redeemed_flag,mobile_order_usage_rate,rewards_redemption_count,churn_risk_proxy,data_source
GST-010441,0,1,19,1,0,0.227,0,0.196,synthetic
GST-010442,1,5,28,0,0,0.234,2,0.202,synthetic
GST-010443,0,0,42,0,0,0.504,0,0.102,synthetic
GST-010444,0,0,14,1,0,0.256,0,0.13,synthetic
GST-010445,0,0,19,0,0,0.81,0,0.0,synthetic
GST-010446,0,2,30,0,0,0.149,0,0.407,synthetic
GST-010447,1,6,22,0,1,0.305,4,0.0,synthetic
GST-010448,0,0,35,1,0,0.446,0,0.094,synthetic
GST-010449,1,3,24,0,0,0.378,0,0.209,synthetic
GST-010450,0,2,18,0,0,0.269,0,0.317,synthetic
GST-010451,0,0,9,1,0,0.137,0,0.319,synthetic
GST-010452,1,1,42,0,1,0.857,0,0.26,synthetic
GST-010453,0,1,42,1,1,0.232,0,0.085,synthetic
GST-010454,0,4,22,1,1,1.0,0,0.256,synthetic
GST-010455,1,4,44,0,0,0.345,0,0.182,synthetic
GST-010456,1,6,32,1,0,0.31,3,0.428,synthetic
GST-010457,0,1,27,1,1,0.211,0,0.128,synthetic
GST-010458,0,0,1,1,0,0.536,0,0.195,synthetic
GST-010459,1,9,43,0,0,0.802,5,0.028,synthetic
GST-010460,1,4,5,1,1,0.487,1,0.228,synthetic
GST-010461,0,2,33,0,0,0.585,0,0.016,synthetic
GST-010462,0,0,23,0,0,0.79,0,0.317,synthetic
GST-010463,1,7,32,1,0,0.877,1,0.148,synthetic
GST-010464,1,5,7,0,0,0.372,0,0.16,synthetic
GST-010465,1,1,40,1,0,0.389,1,0.048,synthetic
GST-010466,1,3,44,0,0,0.635,1,0.15,synthetic
GST-010467,1,0,29,0,1,0.382,1,0.022,synthetic
GST-010468,0,2,25,1,1,0.42,0,0.289,synthetic
GST-010469,0,2,12,1,0,0.658,1,0.16,synthetic
GST-010470,0,1,1,1,0,0.541,0,0.077,synthetic
GST-010471,1,6,35,1,0,0.753,1,0.0,synthetic
GST-010472,1,2,33,1,1,0.147,0,0.11,synthetic
GST-010473,0,2,25,1,0,0.534,0,0.597,synthetic
GST-010474,1,6,34,1,1,0.953,3,0.093,synthetic
GST-010475,1,7,17,1,1,0.165,1,0.153,synthetic
GST-010476,0,1,5,0,0,0.277,0,0.372,synthetic
GST-010477,1,2,4,0,0,0.53,4,0.08,synthetic
GST-010478,0,0,30,0,0,0.519,0,0.616,synthetic
GST-010479,0,2,27,1,1,0.151,0,0.103,synthetic
GST-010480,1,2,19,1,0,0.683,5,0.259,synthetic
GST-010481,0,0,13,0,0,0.493,0,0.011,synthetic
GST-010482,1,4,21,0,0,0.557,1,0.107,synthetic
GST-010483,0,2,24,0,1,0.295,0,0.161,synthetic
GST-010484,0,4,25,0,1,0.246,0,0.118,synthetic
GST-010485,0,1,15,0,0,0.813,1,0.133,synthetic
GST-010486,0,1,43,1,0,0.646,0,0.426,synthetic
GST-010487,0,1,27,1,0,0.085,0,0.052,synthetic
GST-010488,0,2,27,0,0,0.388,0,0.536,synthetic
GST-010489,0,1,27,1,0,0.618,3,0.682,synthetic
GST-010490,0,2,17,0,0,0.712,0,0.0,synthetic
GST-010491,0,0,6,1,0,0.197,0,0.429,synthetic
GST-010492,1,3,3,0,1,0.697,1,0.168,synthetic
GST-010493,0,2,34,0,0,0.354,0,0.575,synthetic
GST-010494,1,4,10,0,1,0.445,3,0.085,synthetic
GST-010495,1,4,37,0,1,0.616,0,0.059,synthetic
GST-010496,0,2,21,1,0,0.555,0,0.049,synthetic
GST-010497,0,0,25,1,1,0.202,1,0.203,synthetic
GST-010498,1,2,17,0,0,0.571,2,0.059,synthetic
GST-010499,1,4,7,1,0,0.598,4,0.392,synthetic
GST-010500,0,2,30,0,0,0.36,0,0.379,synthetic
GST-010501,0,0,7,1,0,0.235,0,0.298,synthetic
GST-010502,0,0,9,0,0,0.209,0,0.263,synthetic
GST-010503,0,1,7,1,0,0.238,0,0.168,synthetic
GST-010504,0,0,23,0,0,0.237,0,0.665,synthetic
GST-010505,0,0,33,1,0,0.443,0,0.299,synthetic
GST-010506,1,4,33,1,0,0.43,0,0.0,synthetic
GST-010507,1,4,36,1,0,0.313,1,0.092,synthetic
GST-010508,1,4,33,1,1,0.733,1,0.0,synthetic
GST-010509,1,2,36,0,1,0.961,2,0.372,synthetic
GST-010510,1,3,1,1,0,0.931,1,0.275,synthetic
GST-010511,0,1,29,1,1,0.316,2,0.129,synthetic
GST-010512,0,1,21,1,0,0.333,0,0.261,synthetic
GST-010513,1,5,3,1,1,0.866,2,0.0,synthetic
GST-010514,1,3,16,0,0,0.599,0,0.562,synthetic
GST-010515,0,1,4,0,1,0.408,0,0.298,synthetic
GST-010516,1,2,41,0,1,0.834,1,0.314,synthetic
GST-010517,0,1,9,0,0,0.078,0,0.206,synthetic
GST-010518,0,0,42,1,0,0.263,1,0.141,synthetic
GST-010519,0,1,9,1,0,0.768,0,0.109,synthetic
GST-010520,1,2,31,1,1,0.609,1,0.19,synthetic
GST-010521,0,1,36,0,0,0.364,0,0.106,synthetic
GST-010522,1,4,3,1,1,0.29,2,0.52,synthetic
GST-010523,0,1,27,0,0,0.3,0,0.475,synthetic
GST-010524,0,4,27,1,0,0.361,0,0.0,synthetic
GST-010525,0,2,27,0,0,0.283,2,0.396,synthetic
GST-010526,1,4,9,1,0,0.754,1,0.031,synthetic
GST-010527,1,7,3,0,0,0.241,2,0.008,synthetic
GST-010528,1,6,19,0,0,1.0,3,0.148,synthetic
GST-010529,1,4,34,0,0,0.223,4,0.278,synthetic
GST-010530,1,6,37,1,0,0.306,1,0.335,synthetic
GST-010531,1,4,1,0,0,0.559,1,0.475,synthetic
GST-010532,0,3,37,0,0,0.285,0,0.315,synthetic
GST-010533,1,4,5,1,1,1.0,1,0.27,synthetic
GST-010534,0,0,44,0,1,0.424,0,0.208,synthetic
GST-010535,0,0,3,1,0,0.508,0,0.323,synthetic
GST-010536,0,1,12,0,0,0.0,0,0.396,synthetic
GST-010537,0,2,8,0,0,0.304,1,0.106,synthetic
GST-010538,0,3,16,0,0,0.505,0,0.338,synthetic
GST-010539,0,4,39,1,0,0.858,0,0.0,synthetic
GST-010540,1,3,17,0,1,0.384,1,0.328,synthetic
GST-010541,1,3,41,1,0,0.481,1,0.054,synthetic
GST-010542,0,0,40,1,0,0.855,1,0.227,synthetic
GST-010543,0,4,9,0,0,0.234,0,0.161,synthetic
GST-010544,1,2,34,0,1,0.41,1,0.02,synthetic
GST-010545,1,6,37,0,0,0.207,2,0.15,synthetic
GST-010546,0,1,12,1,0,0.499,0,0.0,synthetic
GST-010547,0,2,44,0,0,0.937,1,0.088,synthetic
GST-010548,1,7,41,1,0,0.464,2,0.0,synthetic
GST-010549,1,2,14,1,0,0.0,0,0.059,synthetic
GST-010550,1,4,44,1,0,0.585,3,0.142,synthetic
GST-010551,1,0,20,0,0,0.534,2,0.0,synthetic
GST-010552,0,2,15,0,1,0.977,0,0.084,synthetic
GST-010553,0,1,39,0,0,0.508,0,0.287,synthetic
GST-010554,1,8,8,1,1,0.446,1,0.4,synthetic
GST-010555,1,2,12,1,1,0.456,1,0.039,synthetic
GST-010556,1,4,43,0,0,0.67,1,0.053,synthetic
GST-010557,0,0,22,1,0,0.144,0,0.18,synthetic
GST-010558,0,0,22,1,1,0.477,0,0.151,synthetic
GST-010559,0,0,38,0,0,0.313,1,0.117,synthetic
GST-010560,0,1,14,0,0,0.259,0,0.614,synthetic
GST-010561,1,3,36,0,0,0.343,1,0.392,synthetic
GST-010562,1,3,24,1,0,0.411,3,0.0,synthetic
GST-010563,1,5,44,0,1,0.418,1,0.808,synthetic
GST-010564,1,6,39,1,0,0.525,2,0.225,synthetic
GST-010565,0,0,21,0,0,0.359,0,0.423,synthetic
GST-010566,0,1,22,1,0,0.347,1,0.159,synthetic
GST-010567,1,4,34,1,0,0.397,1,0.165,synthetic
GST-010568,0,2,36,0,0,0.259,0,0.0,synthetic
GST-010569,1,3,24,1,0,1.0,3,0.222,synthetic
GST-010570,1,3,11,0,1,0.443,3,0.066,synthetic
GST-010571,1,5,24,1,1,0.339,1,0.088,synthetic
GST-010572,0,0,1,1,0,0.676,0,0.522,synthetic
GST-010573,0,0,2,0,0,0.392,0,0.161,synthetic
GST-010574,1,2,14,0,0,0.519,1,0.109,synthetic
GST-010575,1,4,36,0,0,0.22,1,0.172,synthetic
GST-010576,0,1,42,1,0,0.563,0,0.127,synthetic
GST-010577,1,1,36,0,0,0.233,3,0.208,synthetic
GST-010578,1,7,35,0,0,0.516,1,0.134,synthetic
GST-010579,1,3,12,0,0,0.472,1,0.0,synthetic
GST-010580,1,2,6,1,0,0.443,4,0.048,synthetic
GST-010581,1,5,9,1,1,0.202,1,0.643,synthetic
GST-010582,0,4,24,0,0,0.26,0,0.54,synthetic
GST-010583,1,5,43,0,1,1.0,1,0.187,synthetic
GST-010584,0,1,13,1,1,0.095,0,0.044,synthetic
GST-010585,0,1,31,1,1,0.494,0,0.62,synthetic
GST-010586,1,5,26,0,0,0.666,4,0.0,synthetic
GST-010587,0,0,5,0,0,0.303,0,0.142,synthetic
GST-010588,0,2,27,1,0,0.574,0,0.09,synthetic
GST-010589,1,4,26,1,0,0.464,5,0.216,synthetic
GST-010590,1,3,33,0,0,0.455,1,0.225,synthetic
GST-010591,0,1,21,0,1,0.067,0,0.0,synthetic
GST-010592,0,0,20,0,0,0.466,0,0.175,synthetic
GST-010593,0,2,6,1,0,0.776,0,0.22,synthetic
GST-010594,0,2,4,0,0,0.468,0,0.326,synthetic
GST-010595,0,0,17,0,0,1.0,0,0.175,synthetic
GST-010596,0,1,14,1,0,0.602,1,0.08,synthetic
GST-010597,0,1,7,0,0,0.625,0,0.656,synthetic
GST-010598,0,0,26,1,1,0.212,0,0.737,synthetic
GST-010599,0,1,35,1,1,0.279,1,0.381,synthetic
GST-010600,0,1,32,1,0,0.848,0,0.242,synthetic
GST-010601,1,2,22,0,1,0.153,4,0.0,synthetic
GST-010602,1,1,35,0,1,0.889,0,0.275,synthetic
GST-010603,0,1,21,1,0,0.791,0,0.016,synthetic
GST-010604,0,2,42,0,0,0.505,0,0.625,synthetic
GST-010605,0,3,38,1,0,0.588,0,0.0,synthetic
GST-010606,0,0,18,1,0,0.925,0,0.168,synthetic
GST-010607,0,5,21,1,0,0.548,0,0.141,synthetic
GST-010608,0,0,10,0,0,0.305,0,0.194,synthetic
GST-010609,1,2,38,0,0,0.505,4,0.401,synthetic
GST-010610,0,1,20,1,0,0.376,0,0.0,synthetic
GST-010611,1,4,5,1,0,0.376,1,0.363,synthetic
GST-010612,0,3,9,1,0,0.412,0,0.438,synthetic
GST-010613,0,2,12,0,0,0.3,1,0.283,synthetic
GST-010614,0,0,5,0,0,0.316,1,0.33,synthetic
GST-010615,0,4,12,1,0,0.183,0,0.123,synthetic
GST-010616,0,1,19,1,0,0.63,1,0.298,synthetic
GST-010617,1,0,24,1,1,0.498,1,0.086,synthetic
GST-010618,0,1,27,0,0,0.332,0,0.239,synthetic
GST-010619,0,0,36,0,0,0.385,0,0.808,synthetic
GST-010620,0,2,35,0,0,0.635,1,0.374,synthetic
GST-010621,1,3,35,0,0,0.611,2,0.0,synthetic
GST-010622,1,1,10,0,0,0.519,3,0.062,synthetic
GST-010623,0,2,10,1,0,0.4,0,0.24,synthetic
GST-010624,1,4,24,1,0,0.544,1,0.135,synthetic
GST-010625,1,5,2,1,0,0.313,1,0.311,synthetic
GST-010626,0,2,11,1,1,0.607,0,0.0,synthetic
GST-010627,1,4,28,0,0,0.872,1,0.118,synthetic
GST-010628,1,6,23,1,0,0.516,1,0.226,synthetic
GST-010629,1,2,44,0,0,0.2,3,0.279,synthetic
GST-010630,0,2,38,1,0,0.319,0,0.207,synthetic
GST-010631,1,3,32,1,1,0.252,4,0.394,synthetic
GST-010632,1,6,1,0,0,0.291,2,0.116,synthetic
GST-010633,0,1,28,0,0,0.391,0,0.36,synthetic
GST-010634,0,0,30,0,0,0.323,0,0.175,synthetic
GST-010635,1,6,44,1,0,0.42,1,0.398,synthetic
GST-010636,1,3,39,1,1,0.309,1,0.096,synthetic
GST-010637,0,2,26,1,1,0.397,0,0.698,synthetic
GST-010638,1,2,22,1,1,0.373,2,0.06,synthetic
GST-010639,0,0,33,0,0,0.568,0,0.64,synthetic
GST-010640,1,9,39,1,0,0.618,1,0.0,synthetic
GST-010641,1,3,9,0,0,0.548,2,0.203,synthetic
GST-010642,1,0,19,0,1,0.291,3,0.108,synthetic
GST-010643,1,3,35,1,0,0.488,2,0.077,synthetic
GST-010644,0,0,6,1,0,0.465,0,0.432,synthetic
GST-010645,1,7,17,1,1,0.407,2,0.363,synthetic
GST-010646,1,3,3,0,0,0.253,5,0.431,synthetic
GST-010647,1,0,36,1,0,0.401,1,0.075,synthetic
GST-010648,1,3,13,1,1,0.39,2,0.382,synthetic
GST-010649,0,2,4,1,0,0.276,0,0.397,synthetic
GST-010650,1,5,3,0,0,0.692,3,0.254,synthetic
GST-010651,0,0,31,1,0,0.848,0,0.204,synthetic
GST-010652,0,0,29,0,0,0.523,0,0.184,synthetic
GST-010653,0,0,12,1,0,0.452,1,0.636,synthetic
GST-010654,0,2,34,1,0,0.219,0,0.397,synthetic
GST-010655,0,2,36,1,0,0.396,1,0.436,synthetic
GST-010656,0,1,31,1,0,0.382,0,0.025,synthetic
GST-010657,0,1,2,1,0,0.33,1,0.557,synthetic
GST-010658,1,2,23,1,0,0.311,2,0.145,synthetic
GST-010659,1,7,12,1,0,0.686,1,0.295,synthetic
GST-010660,0,1,28,1,0,0.277,0,0.472,synthetic
GST-010661,1,6,8,1,1,0.678,0,0.176,synthetic
GST-010662,0,1,30,0,0,0.647,0,0.077,synthetic
GST-010663,0,0,25,0,0,0.227,0,0.274,synthetic
GST-010664,0,0,40,0,0,0.222,0,0.288,synthetic
GST-010665,0,1,34,1,0,0.206,0,0.064,synthetic
GST-010666,0,0,3,1,0,0.689,0,0.124,synthetic
GST-010667,1,5,19,1,0,0.438,1,0.29,synthetic
GST-010668,0,1,25,1,0,0.576,0,0.035,synthetic
GST-010669,0,0,9,0,0,0.392,0,0.135,synthetic
GST-010670,0,2,4,0,0,0.618,1,0.0,synthetic
GST-010671,1,6,6,1,0,0.444,3,0.093,synthetic
GST-010672,0,2,38,0,0,0.0,0,0.245,synthetic
GST-010673,0,1,24,1,0,0.138,0,0.36,synthetic
GST-010674,1,7,24,1,1,0.403,5,0.0,synthetic
GST-010675,0,1,22,0,0,1.0,0,0.054,synthetic
GST-010676,1,8,4,1,0,0.326,3,0.149,synthetic
GST-010677,1,3,19,0,0,0.421,0,0.306,synthetic
GST-010678,0,3,9,0,0,0.368,0,0.214,synthetic
GST-010679,1,4,7,1,0,0.991,4,0.165,synthetic
GST-010680,1,4,34,0,1,0.219,1,0.01,synthetic
GST-010681,1,9,25,0,1,0.441,4,0.163,synthetic
GST-010682,0,1,34,1,0,0.382,0,0.09,synthetic
GST-010683,1,3,21,0,1,0.271,3,0.25,synthetic
GST-010684,1,4,28,1,0,0.386,2,0.0,synthetic
GST-010685,0,0,41,0,0,0.175,0,0.112,synthetic
GST-010686,1,8,33,1,0,0.794,2,0.186,synthetic
GST-010687,0,0,27,1,0,0.496,0,0.009,synthetic
GST-010688,0,1,1,1,0,0.318,0,0.198,synthetic
GST-010689,1,2,23,1,0,0.863,1,0.088,synthetic
GST-010690,0,1,39,1,0,0.369,1,0.472,synthetic
GST-010691,1,3,4,0,0,0.547,3,0.0,synthetic
GST-010692,0,1,23,1,0,0.531,0,0.429,synthetic
GST-010693,1,9,10,1,1,0.336,1,0.424,synthetic
GST-010694,0,0,4,0,0,0.416,0,0.206,synthetic
GST-010695,1,1,35,0,1,0.226,2,0.306,synthetic
GST-010696,1,3,39,1,1,0.321,2,0.0,synthetic
GST-010697,0,1,16,0,0,0.539,0,0.526,synthetic
GST-010698,0,1,31,1,0,1.0,0,0.142,synthetic
GST-010699,1,4,10,0,1,0.687,2,0.064,synthetic
GST-010700,1,2,9,0,0,0.124,2,0.0,synthetic
GST-010701,0,2,1,0,1,0.188,0,0.278,synthetic
GST-010702,0,0,10,0,0,0.127,0,0.071,synthetic
GST-010703,0,0,13,1,0,0.433,0,0.214,synthetic
GST-010704,0,3,23,0,0,0.32,0,0.455,synthetic
GST-010705,1,4,37,1,1,0.745,5,0.069,synthetic
GST-010706,1,2,13,0,0,0.507,1,0.197,synthetic
GST-010707,1,4,12,0,1,0.89,7,0.265,synthetic
GST-010708,0,1,13,1,0,0.185,0,0.307,synthetic
GST-010709,0,0,32,0,0,0.411,0,0.453,synthetic
GST-010710,1,2,21,1,0,0.323,1,0.037,synthetic
GST-010711,0,0,41,1,0,0.374,0,0.208,synthetic
GST-010712,0,3,16,1,0,0.348,0,0.88,synthetic
GST-010713,0,0,37,1,0,0.809,0,0.177,synthetic
GST-010714,0,2,43,0,0,0.362,1,0.639,synthetic
GST-010715,1,6,24,1,0,0.683,0,0.133,synthetic
GST-010716,1,5,43,0,0,0.407,1,0.431,synthetic
GST-010717,1,4,19,0,1,0.66,2,0.0,synthetic
GST-010718,1,8,14,0,0,0.307,3,0.252,synthetic
GST-010719,0,4,5,1,1,0.958,0,0.129,synthetic
GST-010720,1,6,18,1,1,0.515,1,0.048,synthetic
GST-010721,1,5,11,1,0,0.325,4,0.337,synthetic
GST-010722,0,0,32,0,0,0.43,0,0.534,synthetic
GST-010723,1,4,37,1,0,0.681,1,0.053,synthetic
GST-010724,1,7,27,1,0,0.133,0,0.056,synthetic
GST-010725,1,3,41,0,0,0.126,1,0.02,synthetic
GST-010726,0,0,34,1,0,0.269,0,0.386,synthetic
GST-010727,1,2,4,0,1,0.77,2,0.291,synthetic
GST-010728,0,2,22,0,1,0.386,0,0.098,synthetic
GST-010729,1,4,4,1,0,0.858,2,0.245,synthetic
GST-010730,1,5,10,1,1,0.608,0,0.0,synthetic
GST-010731,0,0,8,1,1,0.983,0,0.732,synthetic
GST-010732,0,2,34,0,0,0.401,0,0.329,synthetic
GST-010733,1,3,30,0,1,0.459,2,0.12,synthetic
GST-010734,1,7,33,1,1,0.426,1,0.418,synthetic
GST-010735,0,0,16,0,0,0.486,0,0.158,synthetic
GST-010736,1,7,26,1,0,0.337,2,0.538,synthetic
GST-010737,1,6,25,1,0,0.422,0,0.017,synthetic
GST-010738,0,0,5,1,1,0.0,0,0.12,synthetic
GST-010739,0,1,14,0,0,0.238,0,0.143,synthetic
GST-010740,1,5,44,0,0,0.315,2,0.0,synthetic
GST-010741,0,2,18,0,0,0.572,0,0.419,synthetic
GST-010742,0,1,35,1,1,0.013,0,0.417,synthetic
GST-010743,0,0,5,0,0,0.453,0,0.542,synthetic
GST-010744,0,1,26,0,0,0.517,0,0.338,synthetic
GST-010745,1,2,37,1,0,0.368,0,0.379,synthetic
GST-010746,1,3,35,1,0,0.502,2,0.143,synthetic
GST-010747,1,2,13,1,0,0.116,3,0.566,synthetic
GST-010748,0,0,19,1,0,0.117,0,0.023,synthetic
GST-010749,1,4,36,1,1,0.618,3,0.176,synthetic
GST-010750,0,1,5,0,0,0.841,0,0.033,synthetic
GST-010751,0,1,4,0,0,0.557,0,0.355,synthetic
GST-010752,0,3,8,1,0,0.614,0,0.539,synthetic
GST-010753,0,1,27,0,0,0.684,0,0.0,synthetic
GST-010754,0,3,16,0,1,0.425,0,0.292,synthetic
GST-010755,1,5,29,1,0,0.495,2,0.127,synthetic
GST-010756,1,3,43,1,0,0.56,7,0.205,synthetic
GST-010757,1,7,32,0,1,0.387,3,0.231,synthetic
GST-010758,0,0,36,0,0,0.598,0,0.619,synthetic
GST-010759,0,2,15,1,1,0.513,0,0.255,synthetic
GST-010760,1,3,18,1,0,0.506,3,0.077,synthetic
GST-010761,1,1,39,1,1,0.404,4,0.144,synthetic
GST-010762,0,1,2,1,1,1.0,0,0.014,synthetic
GST-010763,1,1,30,0,0,0.521,2,0.237,synthetic
GST-010764,0,2,7,0,0,0.353,0,0.523,synthetic
GST-010765,1,2,41,0,0,0.333,1,0.102,synthetic
GST-010766,0,1,1,1,0,0.385,0,0.322,synthetic
GST-010767,1,4,15,0,0,0.599,2,0.0,synthetic
GST-010768,1,8,25,1,0,0.468,2,0.196,synthetic
GST-010769,1,4,41,0,0,0.678,1,0.416,synthetic
GST-010770,1,4,18,0,1,0.638,2,0.132,synthetic
GST-010771,1,4,15,1,0,0.505,2,0.201,synthetic
GST-010772,0,1,19,1,0,0.332,0,0.127,synthetic
GST-010773,1,0,11,1,1,0.594,3,0.256,synthetic
GST-010774,1,3,38,1,1,0.281,3,0.188,synthetic
GST-010775,0,3,6,0,0,0.366,0,0.129,synthetic
GST-010776,0,3,36,0,0,0.258,0,0.258,synthetic
GST-010777,1,4,23,1,0,0.797,1,0.173,synthetic
GST-010778,1,6,9,0,1,0.381,3,0.159,synthetic
GST-010779,0,2,23,1,0,0.619,0,0.144,synthetic
GST-010780,1,1,41,1,0,0.189,2,0.0,synthetic
GST-010781,0,0,44,1,0,0.386,0,0.553,synthetic
GST-010782,0,1,29,1,0,0.428,1,0.596,synthetic
GST-010783,0,1,7,1,0,0.549,0,0.33,synthetic
GST-010784,1,5,20,1,0,0.392,3,0.068,synthetic
GST-010785,0,0,13,0,1,0.491,0,0.112,synthetic
GST-010786,0,0,28,0,0,0.406,0,0.392,synthetic
GST-010787,1,2,16,0,0,0.853,1,0.132,synthetic
GST-010788,1,8,6,0,1,0.358,4,0.146,synthetic
GST-010789,0,2,31,1,0,0.106,0,0.511,synthetic
GST-010790,0,0,23,1,0,0.488,0,0.0,synthetic
GST-010791,0,0,18,1,0,0.224,0,0.377,synthetic
GST-010792,1,7,28,1,0,0.214,4,0.043,synthetic
GST-010793,1,5,43,0,0,0.555,4,0.126,synthetic
GST-010794,1,2,25,1,1,0.483,4,0.189,synthetic
GST-010795,0,1,13,1,0,0.392,0,0.11,synthetic
GST-010796,0,1,20,0,0,0.205,0,0.225,synthetic
GST-010797,1,0,4,1,0,0.56,2,0.279,synthetic
GST-010798,1,3,32,1,0,0.579,2,0.144,synthetic
GST-010799,0,1,28,1,0,0.678,0,0.2,synthetic
GST-010800,1,4,21,0,0,0.118,5,0.259,synthetic
GST-010801,0,2,12,0,0,0.334,0,0.089,synthetic
GST-010802,0,0,14,0,0,0.364,1,0.222,synthetic
GST-010803,0,0,31,0,1,0.762,1,0.004,synthetic
GST-010804,1,3,39,0,0,0.223,2,0.218,synthetic
GST-010805,0,0,36,1,0,0.138,0,0.257,synthetic
GST-010806,0,2,17,1,0,0.309,0,0.648,synthetic
GST-010807,1,6,43,1,0,0.251,1,0.334,synthetic
GST-010808,1,3,10,0,0,0.925,1,0.125,synthetic
GST-010809,1,6,1,1,0,0.209,1,0.0,synthetic
GST-010810,0,5,19,1,0,0.189,1,0.13,synthetic
GST-010811,0,3,16,0,0,0.402,0,0.163,synthetic
GST-010812,0,1,43,1,0,0.298,0,0.355,synthetic
GST-010813,0,4,16,1,0,0.468,0,0.243,synthetic
GST-010814,0,0,1,0,1,0.254,0,0.143,synthetic
GST-010815,1,2,41,0,0,0.177,3,0.092,synthetic
GST-010816,0,1,15,0,0,0.742,0,0.391,synthetic
GST-010817,0,1,22,1,0,0.392,0,0.169,synthetic
GST-010818,1,1,7,1,0,0.34,3,0.635,synthetic
GST-010819,1,5,6,0,0,0.674,2,0.043,synthetic
GST-010820,1,9,3,0,1,0.256,3,0.417,synthetic
GST-010821,0,0,25,1,0,0.729,0,0.251,synthetic
GST-010822,1,1,32,0,0,0.649,0,0.826,synthetic
GST-010823,1,1,27,0,1,0.338,1,0.49,synthetic
GST-010824,0,1,24,1,0,1.0,0,0.126,synthetic
GST-010825,1,4,28,0,1,0.611,2,0.263,synthetic
GST-010826,0,2,1,0,0,0.677,0,0.176,synthetic
GST-010827,1,3,13,1,0,0.247,1,0.379,synthetic
GST-010828,0,1,33,1,1,0.51,0,0.303,synthetic
GST-010829,0,0,21,1,0,0.356,0,0.438,synthetic
GST-010830,0,2,28,0,0,0.615,0,0.014,synthetic
GST-010831,1,4,4,1,1,0.23,3,0.0,synthetic
GST-010832,1,3,15,0,0,0.941,3,0.13,synthetic
GST-010833,0,1,35,1,0,0.899,0,0.306,synthetic
GST-010834,0,1,15,1,0,0.53,1,0.409,synthetic
GST-010835,0,3,3,1,0,0.169,0,0.187,synthetic
GST-010836,1,5,23,1,0,0.187,3,0.288,synthetic
GST-010837,0,0,33,0,0,0.081,0,0.126,synthetic
GST-010838,0,0,38,1,1,0.827,0,0.232,synthetic
GST-010839,1,8,22,0,0,0.981,0,0.238,synthetic
GST-010840,0,1,24,0,0,0.37,0,0.63,synthetic
GST-010841,0,0,12,0,0,0.37,0,0.725,synthetic
GST-010842,0,0,7,0,0,0.531,0,0.594,synthetic
GST-010843,1,3,20,0,0,0.386,4,0.058,synthetic
GST-010844,0,1,1,0,0,0.3,0,0.645,synthetic
GST-010845,0,1,26,0,0,0.252,1,0.208,synthetic
GST-010846,0,3,36,1,0,0.994,1,0.108,synthetic
GST-010847,1,3,5,1,0,0.489,3,0.0,synthetic
GST-010848,1,6,12,0,1,0.138,3,0.553,synthetic
GST-010849,1,6,21,0,0,0.563,2,0.185,synthetic
GST-010850,0,1,32,1,0,0.624,0,0.665,synthetic
GST-010851,0,1,40,0,0,0.541,0,0.154,synthetic
GST-010852,0,2,33,1,0,0.433,0,0.199,synthetic
GST-010853,1,4,24,0,0,0.155,1,0.0,synthetic
GST-010854,1,3,13,1,1,0.67,2,0.06,synthetic
GST-010855,1,8,23,1,0,0.155,2,0.305,synthetic
GST-010856,0,1,15,1,0,0.895,1,0.284,synthetic
GST-010857,1,4,40,0,1,0.699,0,0.0,synthetic
GST-010858,0,0,2,1,0,0.454,0,0.088,synthetic
GST-010859,1,4,11,0,0,0.402,0,0.167,synthetic
GST-010860,1,2,25,1,0,0.362,2,0.072,synthetic
GST-010861,1,5,7,1,0,0.547,1,0.0,synthetic
GST-010862,0,3,38,1,0,0.26,0,0.551,synthetic
GST-010863,1,3,28,0,0,0.491,1,0.051,synthetic
GST-010864,1,4,2,0,1,0.398,5,0.154,synthetic
GST-010865,0,2,32,1,0,0.43,0,0.325,synthetic
GST-010866,0,1,22,0,0,0.08,0,0.277,synthetic
GST-010867,0,3,20,0,0,0.222,0,0.436,synthetic
GST-010868,1,3,20,1,1,0.504,2,0.0,synthetic
GST-010869,0,4,2,0,1,0.517,1,0.342,synthetic
GST-010870,0,3,1,1,0,0.486,1,0.596,synthetic
GST-010871,0,1,16,1,0,0.666,0,0.663,synthetic
GST-010872,0,3,19,0,0,0.589,0,0.079,synthetic
GST-010873,0,0,33,1,1,0.298,0,0.0,synthetic
GST-010874,0,0,37,0,0,0.412,0,0.231,synthetic
GST-010875,0,0,8,1,0,0.824,0,0.08,synthetic
GST-010876,1,3,5,1,1,0.552,2,0.0,synthetic
GST-010877,1,3,32,1,0,0.662,3,0.0,synthetic
GST-010878,1,4,15,1,0,0.544,2,0.209,synthetic
GST-010879,1,5,5,0,1,0.518,0,0.322,synthetic
GST-010880,1,3,42,0,0,0.311,1,0.204,synthetic
GST-010881,1,5,27,1,0,0.754,1,0.135,synthetic
GST-010882,1,4,25,0,0,1.0,2,0.046,synthetic
GST-010883,0,1,41,1,0,0.447,1,0.151,synthetic
GST-010884,0,0,22,0,0,1.0,0,0.186,synthetic
GST-010885,1,3,18,1,0,0.512,2,0.528,synthetic
GST-010886,1,5,21,0,1,0.302,2,0.191,synthetic
GST-010887,0,4,43,1,0,0.237,0,0.3,synthetic
GST-010888,1,3,21,0,1,0.51,2,0.0,synthetic
